Image_File,symptom_classifier_final1_Prediction,symptom_classifier_final1_Confidence,symptom_classifier_final2_Prediction,symptom_classifier_final2_Confidence,symptom_classifier_final3_Prediction,symptom_classifier_final3_Confidence,Total_Consensus
10180761483_9.png,wrinkles,99.99,wrinkles,99.43,wrinkles,97.96,True
10182125306_0.png,wrinkles,98.94,wrinkles,95.19,wrinkles,94.65,True
10182437905_0.png,wrinkles,97.67,clear_face,47.39,wrinkles,48.14,False
10182846774_0.png,wrinkles,99.99,wrinkles,97.27,wrinkles,99.61,True
10182968213_0.png,wrinkles,93.83,wrinkles,85.76,wrinkles,93.39,True
10186290943_3.png,wrinkles,98.83,wrinkles,82.65,wrinkles,99.41,True
10191957376_0.png,wrinkles,52.59,clear_face,38.72,wrinkles,54.06,False
10192081084_1.png,wrinkles,96.17,wrinkles,99.95,wrinkles,91.79,True
10192550253_0.png,wrinkles,99.4,wrinkles,47.04,wrinkles,98.78,True
10192849484_0.png,wrinkles,52.9,wrinkles,52.9,wrinkles,49.48,True
10194313596_0.png,wrinkles,99.81,wrinkles,99.74,wrinkles,99.99,True
10194486863_0.png,wrinkles,84.66,wrinkles,79.34,wrinkles,69.0,True
10194575353_0.png,wrinkles,99.88,wrinkles,97.39,wrinkles,99.86,True
10194989795_0.png,wrinkles,99.81,wrinkles,96.92,wrinkles,99.61,True
10196348395_0.png,wrinkles,98.76,wrinkles,95.72,wrinkles,67.42,True
10198867116_0.png,wrinkles,97.7,wrinkles,98.76,wrinkles,95.88,True
10200050534_0.png,wrinkles,99.61,wrinkles,99.67,wrinkles,94.04,True
10201546644_1.png,wrinkles,99.95,wrinkles,99.51,wrinkles,99.43,True
10202012276_1.png,wrinkles,99.18,wrinkles,95.87,wrinkles,93.37,True
10202447374_0.png,wrinkles,78.16,wrinkles,91.7,wrinkles,90.52,True
10202577475_0.png,wrinkles,99.51,wrinkles,78.02,wrinkles,99.76,True
10203106504_0.png,wrinkles,83.01,wrinkles,45.2,wrinkles,78.12,True
10203543673_0.png,acne,92.17,wrinkles,38.64,clear_face,41.82,False
10203543673_1.png,clear_face,99.14,clear_face,96.81,clear_face,92.83,True
10204637763_0.png,acne,95.96,acne,69.98,acne,88.96,True
10211649813_0.png,clear_face,55.81,wrinkles,66.3,wrinkles,69.36,False
10212710875_0.png,wrinkles,99.99,wrinkles,99.12,wrinkles,99.6,True
10214537535_0.png,wrinkles,53.74,darkspots,97.76,darkspots,99.03,False
1021571164_0.png,acne,84.38,acne,86.2,darkspots,56.39,False
10217990433_0.png,wrinkles,96.75,wrinkles,97.57,wrinkles,83.03,True
10217990433_2.png,wrinkles,99.3,wrinkles,91.63,wrinkles,67.9,True
10218776935_4.png,wrinkles,71.59,clear_face,72.44,wrinkles,48.85,False
10219462983_0.png,wrinkles,98.5,wrinkles,87.89,wrinkles,98.85,True
10222788633_0.png,wrinkles,64.45,clear_face,64.7,wrinkles,77.1,False
10226951835_0.png,wrinkles,51.17,wrinkles,97.34,wrinkles,98.53,True
10229959235_0.png,wrinkles,99.99,wrinkles,99.97,wrinkles,99.89,True
10230389896_0.png,wrinkles,98.9,wrinkles,92.93,wrinkles,97.32,True
10230732743_0.png,wrinkles,95.98,wrinkles,99.58,wrinkles,71.18,True
1023250326_0.png,wrinkles,99.58,wrinkles,96.29,wrinkles,52.73,True
10235631426_0.png,wrinkles,99.83,wrinkles,99.92,wrinkles,99.71,True
10235631426_2.png,wrinkles,97.25,wrinkles,91.32,wrinkles,88.36,True
10236404026_1.png,wrinkles,99.84,wrinkles,98.05,wrinkles,92.43,True
10236459745_2.png,wrinkles,99.99,wrinkles,98.82,wrinkles,99.74,True
10237734366_0.png,wrinkles,98.61,wrinkles,96.63,wrinkles,99.78,True
10237997416_3.png,wrinkles,99.97,wrinkles,98.89,wrinkles,81.73,True
10241606003_1.png,wrinkles,99.71,wrinkles,99.08,wrinkles,96.91,True
10241606003_2.png,wrinkles,98.97,wrinkles,98.16,wrinkles,99.57,True
10242045305_2.png,wrinkles,94.56,wrinkles,86.73,wrinkles,65.99,True
10242045305_5.png,wrinkles,99.54,wrinkles,98.6,wrinkles,99.59,True
10242635583_0.png,wrinkles,76.28,wrinkles,41.58,wrinkles,66.08,True
10242946016_0.png,wrinkles,99.89,wrinkles,95.8,wrinkles,99.55,True
10243932576_0.png,wrinkles,99.5,wrinkles,97.71,wrinkles,99.44,True
10246658184_0.png,wrinkles,99.99,wrinkles,99.94,wrinkles,99.98,True
10248996193_0.png,wrinkles,97.04,wrinkles,93.58,wrinkles,91.94,True
10249001224_0.png,wrinkles,74.39,wrinkles,71.88,wrinkles,99.2,True
10249001224_1.png,wrinkles,84.5,wrinkles,96.07,wrinkles,95.7,True
10249001224_4.png,wrinkles,98.5,wrinkles,97.38,wrinkles,98.12,True
10249459124_0.png,wrinkles,93.36,wrinkles,82.48,darkspots,55.76,False
1025013707_0.png,wrinkles,99.13,wrinkles,97.57,wrinkles,95.8,True
102502725_1.png,wrinkles,99.91,wrinkles,97.95,wrinkles,98.76,True
10252114976_0.png,wrinkles,99.22,wrinkles,97.82,wrinkles,98.18,True
10255186945_2.png,wrinkles,99.91,wrinkles,98.84,wrinkles,99.0,True
10255640406_0.png,wrinkles,99.85,wrinkles,99.6,wrinkles,99.54,True
10257325236_0.png,wrinkles,99.35,wrinkles,93.29,wrinkles,91.35,True
10258055526_1.png,wrinkles,99.37,wrinkles,98.83,wrinkles,91.96,True
10259067846_0.png,wrinkles,99.98,wrinkles,99.93,wrinkles,99.97,True
10259167103_0.png,wrinkles,99.99,wrinkles,99.99,wrinkles,99.99,True
10259167103_2.png,clear_face,62.03,clear_face,64.49,clear_face,74.37,True
10259167103_3.png,wrinkles,94.8,wrinkles,92.61,wrinkles,57.57,True
10259597943_0.png,wrinkles,99.66,wrinkles,86.15,acne,64.58,False
10261435584_0.png,wrinkles,97.57,wrinkles,87.87,wrinkles,87.74,True
10263417195_0.png,wrinkles,99.82,wrinkles,99.98,wrinkles,99.69,True
10264536586_0.png,wrinkles,99.96,wrinkles,99.22,wrinkles,99.61,True
10264536586_1.png,wrinkles,99.53,wrinkles,94.84,wrinkles,95.67,True
10268372283_0.png,acne,99.95,acne,99.97,acne,96.82,True
10269617915_0.png,wrinkles,97.97,wrinkles,98.2,wrinkles,78.67,True
10270181224_0.png,wrinkles,96.27,wrinkles,95.25,wrinkles,82.15,True
10272404956_0.png,wrinkles,97.75,wrinkles,91.02,wrinkles,71.78,True
10272404956_7.png,wrinkles,59.0,wrinkles,59.81,puffy_eyes,25.8,False
10275061483_0.png,wrinkles,99.78,wrinkles,94.62,wrinkles,99.63,True
10276787786_5.png,wrinkles,100.0,wrinkles,99.96,wrinkles,99.94,True
10279534203_0.png,wrinkles,99.91,wrinkles,97.33,wrinkles,98.53,True
10281902426_0.png,wrinkles,99.91,wrinkles,99.75,wrinkles,99.85,True
10282412716_1.png,darkspots,89.48,darkspots,81.86,acne,88.89,False
10284763333_1.png,wrinkles,95.45,wrinkles,97.93,wrinkles,98.27,True
10284964886_0.png,wrinkles,100.0,wrinkles,99.99,wrinkles,99.94,True
1029340615_0.png,wrinkles,98.48,wrinkles,92.11,wrinkles,39.71,True
10295522893_0.png,wrinkles,99.92,wrinkles,98.52,wrinkles,99.67,True
10295760883_0.png,wrinkles,99.56,wrinkles,96.72,wrinkles,99.93,True
10295828274_1.png,wrinkles,99.32,wrinkles,55.87,wrinkles,67.01,True
10296038236_0.png,wrinkles,82.17,wrinkles,97.75,wrinkles,96.38,True
10296316694_0.png,wrinkles,100.0,wrinkles,98.6,wrinkles,99.92,True
10298259603_5.png,wrinkles,95.18,puffy_eyes,54.09,wrinkles,96.31,False
10298259603_9.png,wrinkles,99.81,wrinkles,99.4,wrinkles,99.67,True
10300386543_0.png,puffy_eyes,89.92,wrinkles,90.43,acne,69.93,False
10300459533_0.png,wrinkles,99.87,wrinkles,99.55,wrinkles,99.98,True
10300693403_0.png,wrinkles,99.84,wrinkles,99.4,wrinkles,99.89,True
10301963525_0.png,wrinkles,97.9,clear_face,24.58,wrinkles,92.93,False
10302436095_0.png,wrinkles,97.87,wrinkles,91.43,wrinkles,98.66,True
10302820435_0.png,wrinkles,99.81,wrinkles,96.17,wrinkles,97.51,True
10304540315_0.png,acne,48.65,wrinkles,94.15,wrinkles,85.13,False
10305157943_0.png,wrinkles,99.39,wrinkles,99.19,wrinkles,98.36,True
10306409426_0.png,wrinkles,58.93,wrinkles,95.42,wrinkles,97.4,True
10308016365_0.png,wrinkles,71.22,wrinkles,88.01,wrinkles,52.91,True
10309161726_0.png,wrinkles,99.83,wrinkles,90.25,wrinkles,97.03,True
10310892394_0.png,wrinkles,99.99,wrinkles,99.73,wrinkles,99.63,True
10310892394_1.png,wrinkles,84.99,wrinkles,91.15,wrinkles,99.15,True
10312323466_0.png,wrinkles,52.82,wrinkles,95.53,wrinkles,99.73,True
10313466256_2.png,wrinkles,99.72,wrinkles,92.86,wrinkles,97.78,True
1031568422_0.png,clear_face,98.22,clear_face,78.46,clear_face,56.01,True
10318885206_0.png,darkspots,57.45,wrinkles,53.72,wrinkles,96.61,False
10320739254_0.png,wrinkles,97.44,wrinkles,94.04,wrinkles,99.54,True
10320894846_1.png,wrinkles,99.53,wrinkles,93.4,wrinkles,55.68,True
10325588543_0.png,clear_face,62.54,clear_face,67.21,clear_face,73.87,True
10326658695_1.png,wrinkles,83.2,wrinkles,91.91,wrinkles,88.75,True
10329261674_0.png,wrinkles,99.96,wrinkles,99.73,wrinkles,99.97,True
10329490736_1.png,clear_face,99.24,clear_face,97.51,clear_face,95.63,True
10329528694_0.png,wrinkles,71.5,clear_face,93.6,clear_face,87.82,False
10330201363_0.png,wrinkles,98.58,wrinkles,91.57,wrinkles,99.31,True
10332522605_0.png,puffy_eyes,74.07,clear_face,47.07,clear_face,49.63,False
10333251666_0.png,wrinkles,95.66,wrinkles,89.3,wrinkles,58.2,True
10333251666_1.png,wrinkles,98.21,wrinkles,72.46,wrinkles,70.56,True
10334850864_0.png,wrinkles,97.23,wrinkles,93.14,wrinkles,89.66,True
10340324044_1.png,wrinkles,94.07,wrinkles,91.38,wrinkles,91.21,True
10342148786_0.png,wrinkles,99.93,wrinkles,99.91,wrinkles,99.85,True
1034229919_0.png,acne,46.39,acne,64.21,acne,70.71,True
10342571703_0.png,wrinkles,100.0,wrinkles,99.98,wrinkles,99.97,True
10343841803_0.png,clear_face,99.7,clear_face,88.69,clear_face,73.77,True
10344548203_0.png,wrinkles,99.98,wrinkles,92.6,wrinkles,99.83,True
10345378226_0.png,wrinkles,89.48,wrinkles,94.6,acne,46.11,False
10345378226_1.png,wrinkles,99.58,wrinkles,95.17,wrinkles,82.69,True
10345980126_0.png,wrinkles,99.86,wrinkles,65.72,wrinkles,99.28,True
10346407594_0.png,wrinkles,83.31,wrinkles,52.82,acne,50.47,False
10346692054_0.png,wrinkles,64.41,wrinkles,70.5,wrinkles,97.12,True
10347120896_0.png,clear_face,92.12,wrinkles,60.55,clear_face,40.4,False
10347901663_0.png,darkspots,47.88,wrinkles,73.25,wrinkles,61.11,False
10348199434_1.png,wrinkles,95.27,acne,47.38,acne,45.71,False
10348257593_0.png,wrinkles,100.0,wrinkles,99.98,wrinkles,99.52,True
10350144454_0.png,wrinkles,99.77,wrinkles,82.97,wrinkles,94.99,True
10350881765_0.png,wrinkles,99.27,wrinkles,96.29,wrinkles,99.04,True
10351190283_0.png,wrinkles,100.0,wrinkles,100.0,wrinkles,99.87,True
10352261984_0.png,wrinkles,99.4,wrinkles,93.18,wrinkles,99.81,True
10352584814_1.png,wrinkles,98.54,clear_face,56.52,wrinkles,57.99,False
10354325706_0.png,wrinkles,99.84,wrinkles,99.12,wrinkles,99.59,True
10355723186_0.png,wrinkles,99.98,wrinkles,95.82,wrinkles,98.81,True
1035616157_0.png,wrinkles,64.26,wrinkles,57.5,wrinkles,54.15,True
10359380464_4.png,puffy_eyes,47.7,wrinkles,82.6,puffy_eyes,55.94,False
10359654854_0.png,wrinkles,96.99,wrinkles,97.28,wrinkles,82.99,True
10359654854_1.png,puffy_eyes,72.75,puffy_eyes,51.36,puffy_eyes,73.92,True
10359803275_0.png,acne,70.26,acne,96.53,acne,88.15,True
10361992484_1.png,wrinkles,99.39,wrinkles,87.49,wrinkles,95.41,True
1036277452_0.png,wrinkles,99.86,wrinkles,97.16,wrinkles,99.95,True
10363018844_0.png,wrinkles,72.46,wrinkles,44.04,wrinkles,39.35,True
10363382846_0.png,wrinkles,99.95,wrinkles,99.42,wrinkles,99.98,True
10364295545_0.png,wrinkles,99.98,wrinkles,96.26,wrinkles,99.97,True
10365385415_1.png,wrinkles,100.0,wrinkles,98.51,wrinkles,99.89,True
10366924443_0.png,wrinkles,98.82,wrinkles,81.05,wrinkles,96.07,True
1036809137_2.png,wrinkles,99.78,wrinkles,99.94,wrinkles,79.56,True
10368326975_0.png,wrinkles,97.39,wrinkles,98.74,wrinkles,78.86,True
10368373345_0.png,wrinkles,99.99,wrinkles,99.67,wrinkles,99.79,True
10368373345_4.png,wrinkles,99.98,wrinkles,99.63,wrinkles,82.62,True
103701199_0.png,wrinkles,96.19,wrinkles,88.97,wrinkles,98.83,True
10370309515_3.png,wrinkles,98.38,clear_face,68.18,wrinkles,54.65,False
10374817766_0.png,wrinkles,99.98,wrinkles,99.95,wrinkles,99.99,True
10375438214_0.png,wrinkles,51.72,wrinkles,65.11,wrinkles,89.26,True
10376151156_0.png,wrinkles,99.31,wrinkles,77.8,wrinkles,96.27,True
10376370303_0.png,wrinkles,98.79,wrinkles,53.74,wrinkles,88.01,True
